rank,content_id,client_id,impressions_90d,days_since_last_update,avg_position,ctr,baseline_score,reason_code,action_label,is_declining_label
6822,content_20d979c70288,client_6208ef0f77,20242,104,4.6,0.56,0.0,page_one_decay_risk,monitor_performance,0
6823,content_2200a477481d,client_8527a891e2,11,98,15.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
6824,content_fe85f3d28568,client_d4735e3a26,4,20,4.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
6825,content_8e74471a274d,client_349c41201b,544,20,8.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
6826,content_1bd4eb607ceb,client_19581e27de,4900,20,5.2,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,0
6827,content_977ddeb33ca7,client_19581e27de,1401,104,32.9,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,0
6828,content_50f49cc37fe0,client_6208ef0f77,12749,104,9.9,0.4,0.0,page_one_decay_risk,title_meta_rewrite,0
6829,content_a9036825456f,client_d029fa3a95,165,20,5.5,0.61,0.0,general_monitoring,monitor_performance,1
6830,content_d987db4e38fe,client_e629fa6598,97,20,70.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
6831,content_f619bc291f36,client_6208ef0f77,162,104,17.8,1.23,0.0,general_monitoring,monitor_performance,0
6832,content_cfb1740609a1,client_7f2253d7e2,12560,20,5.3,0.41,0.0,low_ctr_visible_page,title_meta_rewrite,1
6833,content_b154d8d874a0,client_3fdba35f04,304,104,30.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
6834,content_140cb5f51025,client_f74efabef1,2558,8,6.4,0.35,0.0,low_ctr_visible_page,title_meta_rewrite,0
6835,content_ece0721a101d,client_d4735e3a26,3,20,3.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
6836,content_732df0136343,client_7f2253d7e2,3731,20,18.5,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,1
6837,content_50f959fda206,client_4e07408562,43433,25,6.8,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,0
6838,content_cb44903ae1d9,client_6208ef0f77,3415,104,18.8,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,1
6839,content_89c19a592e27,client_3fdba35f04,1757,14,9.6,0.4,0.0,low_ctr_visible_page,title_meta_rewrite,1
6840,content_ed30e6d83dc7,client_624b60c58c,4992,104,11.5,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,1
6841,content_8f0f2e1a797b,client_7f2253d7e2,3216,20,26.5,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
6842,content_a965a1fc5544,client_6208ef0f77,113571,104,12.7,0.64,0.0,general_monitoring,monitor_performance,0
6843,content_3f41496572ad,client_19581e27de,1833,104,5.5,0.71,0.0,page_one_decay_risk,monitor_performance,0
6844,content_4b56e3738e8b,client_19581e27de,16450,104,3.4,0.18,0.0,page_one_decay_risk,title_meta_rewrite,1
6845,content_e25886a96f6c,client_e29c9c180c,4,144,5.3,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
6846,content_0db1804a6bea,client_4e07408562,1516,13,28.8,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,0
6847,content_4643d5f815c9,client_a88a7902cb,218,20,26.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
6848,content_91fefd1726b3,client_3fdba35f04,2748,104,18.7,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,1
6849,content_0474319403e9,client_4e07408562,5010,20,28.9,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,0
6850,content_bd21d2b7abd4,client_19581e27de,1554,22,16.3,0.13,0.0,low_ctr_visible_page,title_meta_rewrite,1
6851,content_ba571343dadc,client_6208ef0f77,21619,104,16.7,0.52,0.0,general_monitoring,monitor_performance,1
6852,content_e1e6b946e29d,client_d4735e3a26,32,20,2.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
6853,content_c343b1c40801,client_3fdba35f04,2147,104,22.0,0.33,0.0,low_ctr_visible_page,title_meta_rewrite,1
6854,content_542770222476,client_3fdba35f04,429,19,10.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
6855,content_e3c8ecc81acf,client_6208ef0f77,2109,20,13.9,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
6856,content_ff896d7edd42,client_19581e27de,2125,104,10.3,0.05,0.0,low_ctr_visible_page,title_meta_rewrite,1
6857,content_c4b6fe20fadf,client_4e07408562,2828,13,12.9,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
6858,content_6b2fabc3d052,client_3fdba35f04,1634,104,37.3,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,1
6859,content_7b978a6bbf9f,client_f369cb89fc,120,20,8.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
6860,content_b9f7bff67524,client_6208ef0f77,3059,104,14.3,1.27,0.0,general_monitoring,monitor_performance,0
6861,content_f6b425de5ed3,client_19581e27de,55375,22,5.5,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,1
6862,content_8f523a52fa57,client_8527a891e2,284,54,18.6,0.35,0.0,general_monitoring,title_meta_rewrite,0
6863,content_2293091e01f7,client_4e07408562,9640,25,8.5,0.23,0.0,low_ctr_visible_page,title_meta_rewrite,0
6864,content_4d882d31c318,client_19581e27de,665,22,42.3,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
6865,content_46afbcfb9cf5,client_19581e27de,447,22,44.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
6866,content_c643cf4f7a51,client_3fdba35f04,817,19,8.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
6867,content_6ee28c02b401,client_19581e27de,473,22,27.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
6868,content_7f02ea9e3edd,client_4e07408562,1110,13,17.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
6869,content_b73b1ee3f1ac,client_19581e27de,6168,20,4.0,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,0
