rank,content_id,client_id,impressions_90d,days_since_last_update,avg_position,ctr,baseline_score,reason_code,action_label,is_declining_label
27381,content_7ad9c69d6c12,client_a88a7902cb,173,28,47.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
27382,content_634a50fa7fad,client_4e07408562,3167,104,5.0,1.83,0.0,page_one_decay_risk,monitor_performance,0
27383,content_abcfabac44c7,client_b4944c6ff0,2337,20,5.5,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,1
27384,content_a5b06020eb2e,client_4e07408562,197,13,10.3,0.51,0.0,general_monitoring,monitor_performance,0
27385,content_08b448ad7f61,client_19581e27de,1479,104,5.7,0.47,0.0,page_one_decay_risk,title_meta_rewrite,0
27386,content_ee4343e0307a,client_19581e27de,995,104,4.8,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27387,content_76a2f9f5288f,client_19581e27de,1622,104,10.9,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
27388,content_7da14d2209fb,client_19581e27de,16845,104,6.8,0.02,0.0,page_one_decay_risk,title_meta_rewrite,1
27389,content_b56f9bbafbf9,client_2c624232cd,65,22,72.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
27390,content_2699011d8559,client_7f2253d7e2,4245,20,14.0,0.45,0.0,low_ctr_visible_page,title_meta_rewrite,1
27391,content_e21628bac344,client_19581e27de,1067,22,45.0,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,1
27392,content_efd6595121e0,client_8722616204,15,104,10.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27393,content_7de94907fb2c,client_19581e27de,4675,22,10.1,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,1
27394,content_43d1bae544f5,client_e629fa6598,6684,22,9.1,0.34,0.0,low_ctr_visible_page,title_meta_rewrite,0
27395,content_afa084e37c9a,client_19581e27de,3267,22,3.4,0.86,0.0,general_monitoring,monitor_performance,0
27396,content_e72e6c56f0a3,client_8527a891e2,1,20,9.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27397,content_93212d38d737,client_19581e27de,4868,20,1.7,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
27398,content_f6f9181b33a8,client_6208ef0f77,3339,104,17.6,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
27399,content_a258c6d49f04,client_19581e27de,623,22,11.7,0.64,0.0,general_monitoring,monitor_performance,0
27400,content_a62bf7fa639b,client_f369cb89fc,5065,20,3.6,0.41,0.0,low_ctr_visible_page,title_meta_rewrite,1
27401,content_4c359ff9287d,client_19581e27de,10831,20,11.3,0.2,0.0,low_ctr_visible_page,title_meta_rewrite,0
27402,content_6d9eed144ee7,client_4e07408562,15211,20,6.1,0.49,0.0,low_ctr_visible_page,title_meta_rewrite,0
27403,content_c2e45b46a329,client_19581e27de,500,104,66.2,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27404,content_e6e9b9737e72,client_d4735e3a26,9,20,5.3,11.11,0.0,general_monitoring,monitor_performance,0
27405,content_83734ca5511b,client_6208ef0f77,8191,104,13.2,0.34,0.0,low_ctr_visible_page,title_meta_rewrite,1
27406,content_b1d03d178a71,client_3fdba35f04,22062,26,16.7,0.31,0.0,low_ctr_visible_page,title_meta_rewrite,1
27407,content_a555bb2a057a,client_3fdba35f04,7227,14,5.8,0.37,0.0,low_ctr_visible_page,title_meta_rewrite,1
27408,content_81e5f3751eb8,client_19581e27de,642,104,40.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27409,content_0ba155fc6151,client_8527a891e2,256,104,41.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
27410,content_10cc6a7e6155,client_d029fa3a95,32,8,5.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27411,content_78c32524df39,client_3fdba35f04,1419,19,4.0,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
27412,content_b79cd1e938ea,client_6208ef0f77,30457,104,40.8,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,1
27413,content_1b7e26eaba79,client_0b918943df,13,8,8.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
27414,content_8f0c6157734f,client_19581e27de,217,104,3.4,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27415,content_1be5bda8e35e,client_6208ef0f77,3158,20,20.8,0.38,0.0,low_ctr_visible_page,title_meta_rewrite,0
27416,content_b3f3b8b46322,client_19581e27de,317,22,1.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27417,content_4f92c3a16aaf,client_d59eced1de,1,20,8.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27418,content_5d9f525a4793,client_3fdba35f04,19434,26,25.1,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,1
27419,content_bbca2b1427ba,client_19581e27de,1902,20,6.2,0.11,0.0,low_ctr_visible_page,title_meta_rewrite,1
27420,content_c0b6d44d744b,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27421,content_a96302f4b2f9,client_a88a7902cb,2495,20,11.5,1.28,0.0,general_monitoring,monitor_performance,0
27422,content_4180cf6ccea7,client_d4735e3a26,2,20,1.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27423,content_69cfaabeda16,client_7f2253d7e2,17695,20,19.2,0.36,0.0,low_ctr_visible_page,title_meta_rewrite,1
27424,content_1a5a5df64f5b,client_d029fa3a95,31,20,15.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
27425,content_56de85247382,client_a88a7902cb,180,8,57.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
27426,content_5f53c0e58adf,client_d4735e3a26,34,20,3.5,2.94,0.0,general_monitoring,monitor_performance,0
27427,content_5a600b1bcdcd,client_349c41201b,1225,20,14.3,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,1
27428,content_dd4a53ffcf3d,client_19581e27de,7093,20,7.6,0.2,0.0,low_ctr_visible_page,title_meta_rewrite,0
27429,content_7d6b3ac3ad96,client_f369cb89fc,11,20,6.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
27430,content_a7df4de8e35b,client_349c41201b,2967,20,13.3,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
27431,content_b39885a157fd,client_4e07408562,877,13,14.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27432,content_50265f6be391,client_19581e27de,1477,104,5.9,0.27,0.0,page_one_decay_risk,title_meta_rewrite,0
27433,content_831ee007e1e2,client_f74efabef1,1009,20,12.4,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,0
27434,content_7c3eb1c41f29,client_f369cb89fc,317,20,6.4,0.32,0.0,general_monitoring,title_meta_rewrite,0
27435,content_c81b352b270b,client_4e07408562,5041,20,13.3,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,0
27436,content_fb2540f866b3,client_6208ef0f77,88500,104,21.6,0.2,0.0,low_ctr_visible_page,title_meta_rewrite,1
27437,content_8ce3bec02d52,client_19581e27de,341,22,69.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
27438,content_a94ea937d4cc,client_f74efabef1,2219,20,14.0,0.32,0.0,low_ctr_visible_page,title_meta_rewrite,0
27439,content_c3b817ff27c7,client_6208ef0f77,42,104,23.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27440,content_8e8929e72226,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27441,content_02bd9853990e,client_3fdba35f04,6750,20,6.8,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,0
27442,content_7aa8f12c3409,client_6208ef0f77,5094,20,42.6,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
27443,content_a49d4097e428,client_4ec9599fc2,196,20,11.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27444,content_16b504260eb1,client_19581e27de,40,104,38.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
27445,content_8a9cb52a1478,client_6208ef0f77,11396,104,18.3,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
27446,content_e320ea2697ba,client_19581e27de,5380,104,6.9,0.13,0.0,page_one_decay_risk,title_meta_rewrite,0
27447,content_4002e38e9d64,client_f369cb89fc,206,20,9.6,0.97,0.0,general_monitoring,monitor_performance,1
27448,content_d7d3a8facc3a,client_f74efabef1,415,20,11.3,0.24,0.0,general_monitoring,title_meta_rewrite,1
27449,content_8b001927c66e,client_9f14025af0,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27450,content_fa0ae5d1b8ec,client_9400f1b21c,1073,20,7.7,0.28,0.0,low_ctr_visible_page,title_meta_rewrite,1
27451,content_234290659778,client_19581e27de,14307,104,4.2,0.29,0.0,page_one_decay_risk,title_meta_rewrite,0
27452,content_599003626885,client_19581e27de,99,104,59.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
27453,content_ca0d5adb5e39,client_6208ef0f77,19904,104,28.7,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
27454,content_ca7cbd81df3c,client_6208ef0f77,1133,104,51.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27455,content_f3c5e7064d36,client_19581e27de,5653,20,4.0,0.42,0.0,low_ctr_visible_page,title_meta_rewrite,1
27456,content_f0743f3381cd,client_a88a7902cb,35,20,9.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27457,content_9d94a15525bd,client_6208ef0f77,11110,104,32.6,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
27458,content_cd7461b614c4,client_2c624232cd,1181,11,9.3,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,0
27459,content_17bb41c44a2b,client_f74efabef1,11,8,3.5,9.09,0.0,general_monitoring,monitor_performance,0
27460,content_d7a934836838,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27461,content_bea088091214,client_3fdba35f04,888,20,14.6,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27462,content_c19a369aae31,client_d029fa3a95,24,20,7.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
27463,content_8bdcc7801ce0,client_3fdba35f04,3664,20,15.7,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
27464,content_f1fbd410fcf2,client_7f2253d7e2,2562,20,28.8,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
27465,content_dfda00172ec7,client_4ec9599fc2,347,20,60.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
27466,content_c8f916888ad5,client_4ec9599fc2,126,104,53.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27467,content_aaf86378deaa,client_d029fa3a95,440,20,7.0,0.68,0.0,general_monitoring,monitor_performance,0
27468,content_8228b5a9e793,client_a88a7902cb,58,28,20.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27469,content_813d6c6459df,client_19581e27de,6031,104,4.9,0.6,0.0,page_one_decay_risk,monitor_performance,0
27470,content_27bc7f6476b3,client_3fdba35f04,10905,19,5.4,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
27471,content_ccfaa94cd245,client_8527a891e2,19,104,7.4,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
27472,content_ecbe645e3fec,client_3fdba35f04,1511,19,5.7,0.33,0.0,low_ctr_visible_page,title_meta_rewrite,1
27473,content_3472f40b415e,client_6208ef0f77,217,104,29.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27474,content_706d6fa8e7c0,client_6208ef0f77,8002,104,12.8,0.92,0.0,general_monitoring,monitor_performance,1
27475,content_7fb6ea146d9d,client_6208ef0f77,8121,104,8.0,1.97,0.0,page_one_decay_risk,monitor_performance,0
27476,content_53854b72b1cf,client_6208ef0f77,1661,104,7.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27477,content_c9b9c9e939d1,client_f369cb89fc,331,20,7.5,0.3,0.0,general_monitoring,title_meta_rewrite,1
27478,content_b9d489d7a935,client_d4735e3a26,25,20,7.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27479,content_008fb02c46cb,client_349c41201b,236803,20,4.4,0.26,0.0,low_ctr_visible_page,title_meta_rewrite,1
27480,content_ebc4e2ba09d8,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27481,content_998ecf9a4918,client_2c624232cd,5,22,6.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
27482,content_d967b521631c,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27483,content_d24dffd4a6e5,client_19581e27de,891,22,11.2,0.11,0.0,low_ctr_visible_page,title_meta_rewrite,1
27484,content_057a915662fe,client_19581e27de,4318,104,13.2,0.05,0.0,low_ctr_visible_page,title_meta_rewrite,1
27485,content_705b85b3ee00,client_6208ef0f77,338,104,19.4,0.3,0.0,general_monitoring,title_meta_rewrite,1
27486,content_c8f27edb2058,client_19581e27de,2664,22,65.3,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27487,content_8b5aab518cbb,client_3fdba35f04,1313,104,16.3,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,1
27488,content_31c66d071a62,client_8527a891e2,6,20,29.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
27489,content_a0ebfeb791bf,client_f369cb89fc,7,8,2.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
27490,content_62072c5cda0d,client_349c41201b,1011,8,18.1,0.49,0.0,low_ctr_visible_page,title_meta_rewrite,1
27491,content_f670e8a58608,client_4e07408562,778,7,15.8,0.13,0.0,low_ctr_visible_page,title_meta_rewrite,1
27492,content_f9074662910a,client_e29c9c180c,4,20,58.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27493,content_8a7cfae5dfd8,client_2c624232cd,1,20,98.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27494,content_763d128ecc54,client_d029fa3a95,16,183,9.2,6.25,0.0,page_one_decay_risk,content_refresh_audit,0
27495,content_b71fb561e8b8,client_a88a7902cb,25,28,11.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
27496,content_fb040daf088c,client_e629fa6598,7,20,8.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
27497,content_03751aeead53,client_7f2253d7e2,2440,20,11.7,0.37,0.0,low_ctr_visible_page,title_meta_rewrite,1
27498,content_031c9341ab94,client_a88a7902cb,7,8,7.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
27499,content_43f7f5bfbb76,client_f74efabef1,3584,20,12.4,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
27500,content_9fcbd54b90a2,client_19581e27de,1742,104,18.9,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,0
27501,content_e6b70888f5dd,client_a88a7902cb,19,28,3.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
27502,content_6bcc05d40b17,client_4e07408562,13281,25,6.0,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,0
27503,content_b69f848f88fd,client_19581e27de,1119,22,34.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27504,content_c3d253019b86,client_6208ef0f77,48820,104,31.0,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,0
27505,content_17b1d5106ded,client_19581e27de,7127,20,7.3,0.62,0.0,general_monitoring,monitor_performance,0
27506,content_0bb0a51cfeff,client_19581e27de,2196,104,2.0,0.68,0.0,page_one_decay_risk,monitor_performance,1
27507,content_a91d4278281f,client_19581e27de,7298,22,4.0,0.25,0.0,low_ctr_visible_page,title_meta_rewrite,1
27508,content_a77bd5e6de66,client_4e07408562,6623,25,7.1,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
27509,content_643711d5a1ef,client_f369cb89fc,8,20,1.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27510,content_8301ec0f2f68,client_4e07408562,1213,104,41.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27511,content_da24004da2dc,client_19581e27de,306,22,20.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
27512,content_16cea6dfd98d,client_4e07408562,627,13,8.6,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27513,content_4c17a0b47c68,client_4e07408562,2969,13,20.3,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,0
27514,content_7c776311e59e,client_19581e27de,635,22,14.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27515,content_388d765d2f94,client_624b60c58c,6527,25,9.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27516,content_c6146ed72620,client_d4735e3a26,25,20,7.6,4.0,0.0,general_monitoring,monitor_performance,1
27517,content_88b2e536c155,client_a88a7902cb,174,28,9.6,0.57,0.0,general_monitoring,monitor_performance,1
27518,content_af1314c3e6f3,client_19581e27de,11223,20,6.4,0.11,0.0,low_ctr_visible_page,title_meta_rewrite,1
27519,content_9891940ca6d5,client_4ec9599fc2,1,104,9.0,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27520,content_2bbb0ed9e593,client_d4735e3a26,1,20,5.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27521,content_b5302cdfc08c,client_8722616204,498,104,22.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27522,content_093f50415d7b,client_4ec9599fc2,2475,104,14.4,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
27523,content_7a84a9b5bf05,client_4e07408562,15006,104,46.4,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,0
27524,content_a1facc695ca3,client_bbb965ab0c,4078,15,8.8,0.47,0.0,low_ctr_visible_page,title_meta_rewrite,0
27525,content_addafe3df89b,client_bdd2d3af3a,7,8,5.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
27526,content_bbcd67ca99b3,client_8722616204,16,8,7.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
27527,content_eb44131698e0,client_8527a891e2,3,104,77.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27528,content_daaabf2cc28f,client_19581e27de,93,22,33.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
27529,content_a312ca891cdc,client_3fdba35f04,1323,19,5.0,0.38,0.0,low_ctr_visible_page,title_meta_rewrite,1
27530,content_9e67fb86d1a0,client_f369cb89fc,732,20,5.1,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,0
27531,content_961ce1c405e1,client_8527a891e2,7,20,5.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27532,content_4fbb336ddfb6,client_f74efabef1,11259,20,8.5,0.7,0.0,general_monitoring,monitor_performance,1
27533,content_680d36e6f309,client_f369cb89fc,2,8,4.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27534,content_a7c24c0bcfee,client_2c624232cd,6,22,25.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
27535,content_b8e3b2f1fe3b,client_19581e27de,62447,20,7.1,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
27536,content_e04eb9549989,client_3fdba35f04,3393,104,3.6,0.09,0.0,page_one_decay_risk,title_meta_rewrite,1
27537,content_c6f13686e509,client_bbb965ab0c,4336,15,5.5,1.13,0.0,general_monitoring,monitor_performance,0
27538,content_59c7ef1b7bf2,client_19581e27de,1209,22,10.7,0.25,0.0,low_ctr_visible_page,title_meta_rewrite,1
27539,content_547e651d93e5,client_6208ef0f77,8843,104,18.3,0.85,0.0,general_monitoring,monitor_performance,1
27540,content_0cfc48732c6f,client_19581e27de,6966,104,5.4,0.22,0.0,page_one_decay_risk,title_meta_rewrite,0
27541,content_754de5041330,client_624b60c58c,2,8,6.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27542,content_ff3f7e86a221,client_8527a891e2,4,20,2.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
27543,content_c63a71a79b94,client_19581e27de,1090,22,25.7,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27544,content_07d2bcd4271f,client_3fdba35f04,30,104,11.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
27545,content_a92ba56cc6d7,client_e629fa6598,218,20,59.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27546,content_c4dc60b11342,client_a88a7902cb,305,20,10.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
27547,content_1e9ba15dff4c,client_f74efabef1,282,20,6.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
27548,content_36ded68e6bf1,client_4e07408562,1926,7,7.6,0.47,0.0,low_ctr_visible_page,title_meta_rewrite,1
27549,content_18a56ac61378,client_349c41201b,308,20,25.2,0.65,0.0,general_monitoring,monitor_performance,1
27550,content_1d90659f1799,client_e629fa6598,39,20,7.7,2.56,0.0,general_monitoring,monitor_performance,0
27551,content_7cfdc80d2f77,client_19581e27de,1306,104,15.6,0.23,0.0,low_ctr_visible_page,title_meta_rewrite,0
27552,content_d3e7d660a9b8,client_7f2253d7e2,3504,20,36.6,0.03,0.0,low_ctr_visible_page,title_meta_rewrite,1
27553,content_e33ae9ad91f9,client_9f14025af0,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27554,content_5714f0813b1a,client_4e07408562,2946,7,41.6,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
27555,content_d3fe8bb312b6,client_6208ef0f77,2435,104,27.8,1.23,0.0,general_monitoring,monitor_performance,0
27556,content_c80c8e3fb5e6,client_7f2253d7e2,941,20,17.2,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,1
27557,content_65c64ccf9458,client_f74efabef1,2899,20,4.1,0.69,0.0,general_monitoring,monitor_performance,0
27558,content_bae7c38ddb8a,client_4ec9599fc2,12,104,8.8,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27559,content_ddb15ee20a81,client_19581e27de,4903,104,6.5,0.24,0.0,page_one_decay_risk,title_meta_rewrite,0
27560,content_0a30552c5010,client_349c41201b,4751,20,30.8,0.23,0.0,low_ctr_visible_page,title_meta_rewrite,0
27561,content_437d3081ef18,client_3fdba35f04,2331,104,36.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27562,content_5bf25bc67ebd,client_4e07408562,19402,25,13.2,0.57,0.0,general_monitoring,monitor_performance,0
27563,content_af33a0c32ebe,client_f74efabef1,2693,20,9.1,0.63,0.0,general_monitoring,monitor_performance,1
27564,content_23c9ece5d7a8,client_6208ef0f77,62,104,3.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27565,content_1ca33e1e3e84,client_3fdba35f04,581,104,66.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27566,content_5c64c00bfcbd,client_6208ef0f77,10419,104,44.6,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
27567,content_546cb75bad07,client_6208ef0f77,3583,104,12.4,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,1
27568,content_0279831cd5f9,client_3fdba35f04,6101,104,39.2,0.13,0.0,low_ctr_visible_page,title_meta_rewrite,1
27569,content_8662d281398a,client_2c624232cd,199,22,53.9,0.0,0.0,general_monitoring,title_meta_rewrite,0
27570,content_d1b2a396b392,client_19581e27de,339,22,45.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
27571,content_a9fa79e8e705,client_3fdba35f04,1253,104,34.7,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
27572,content_8b4996fd4a08,client_19581e27de,447,22,13.9,0.45,0.0,general_monitoring,title_meta_rewrite,0
27573,content_f0384b0fa249,client_19581e27de,2964,104,5.4,0.37,0.0,page_one_decay_risk,title_meta_rewrite,1
27574,content_1b75973dd6d4,client_2c624232cd,333,22,60.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27575,content_c595cdcba6cf,client_8722616204,143,8,4.9,0.7,0.0,general_monitoring,monitor_performance,0
27576,content_284df888e0cb,client_e629fa6598,287,22,43.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
27577,content_eea26a0c18ac,client_6208ef0f77,13574,104,23.7,0.36,0.0,low_ctr_visible_page,title_meta_rewrite,1
27578,content_6af5ad0667df,client_19581e27de,3743,20,7.1,0.27,0.0,low_ctr_visible_page,title_meta_rewrite,0
27579,content_91a8b07bfc29,client_19581e27de,4087,104,4.2,0.32,0.0,page_one_decay_risk,title_meta_rewrite,1
27580,content_ab46905e22f7,client_f369cb89fc,46,20,4.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
27581,content_83fdfef28fc0,client_6208ef0f77,23798,20,13.3,0.47,0.0,low_ctr_visible_page,title_meta_rewrite,0
27582,content_0acaee6f1eb7,client_3fdba35f04,11361,26,12.6,0.25,0.0,low_ctr_visible_page,title_meta_rewrite,1
27583,content_9031a7e14170,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27584,content_386add72654e,client_f369cb89fc,30,20,5.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
27585,content_252c9fb06d60,client_8722616204,302,104,14.4,0.33,0.0,general_monitoring,title_meta_rewrite,1
27586,content_d831e97bab46,client_4e07408562,1360,104,6.1,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
27587,content_320012ea279b,client_3fdba35f04,6243,26,19.6,0.22,0.0,low_ctr_visible_page,title_meta_rewrite,1
27588,content_e8356c29e626,client_19581e27de,21270,20,8.3,0.31,0.0,low_ctr_visible_page,title_meta_rewrite,0
27589,content_8a9571c7cee1,client_19581e27de,52,104,3.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27590,content_0d61e38b3645,client_4e07408562,1172,13,16.1,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
27591,content_6df49c1dc9ea,client_19581e27de,841,22,10.4,0.36,0.0,low_ctr_visible_page,title_meta_rewrite,0
27592,content_4be2a5ca82da,client_8722616204,23,20,11.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
27593,content_0e57843e6749,client_8527a891e2,2,103,54.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27594,content_f09dd58a87bd,client_e29c9c180c,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27595,content_75b513a6aaba,client_e629fa6598,204,22,50.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27596,content_fdc8e91b0da3,client_2c624232cd,237,11,26.2,0.42,0.0,general_monitoring,title_meta_rewrite,0
27597,content_28926376bd24,client_349c41201b,6250,20,4.5,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,1
27598,content_c7eebe4bcc4f,client_19581e27de,36974,22,6.4,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,0
27599,content_e41c5adad0e5,client_f369cb89fc,34,20,4.7,2.94,0.0,general_monitoring,monitor_performance,0
27600,content_784818021864,client_4e07408562,2644,7,37.6,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
27601,content_0288dc0ec63e,client_8527a891e2,17,104,26.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
27602,content_64c4856ecaf8,client_6208ef0f77,1618,20,20.3,0.56,0.0,general_monitoring,monitor_performance,0
27603,content_c0438e3c5c6d,client_4e07408562,23446,20,4.6,0.51,0.0,general_monitoring,monitor_performance,1
27604,content_b0529aadcd31,client_19581e27de,832,22,22.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27605,content_8589b3d9e0a8,client_6208ef0f77,196,20,5.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
27606,content_5ab07c6566b4,client_7f2253d7e2,8617,20,3.8,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,1
27607,content_361736a1eea9,client_4e07408562,1036,104,4.6,0.19,0.0,page_one_decay_risk,title_meta_rewrite,1
27608,content_d58cff3d327e,client_6208ef0f77,21462,104,19.0,0.39,0.0,low_ctr_visible_page,title_meta_rewrite,1
27609,content_4a5f872bdb1a,client_f74efabef1,57,20,16.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
